userName,score,label,text_1,text_2
Pengguna Google,5,1,pelayanan kesehatan yang bingung cara menggunakannya,pelayanan kesehatan bingung menggunakannya
Pengguna Google,5,1,halo saya mau bertanya untuk auto debet bri tanggal berapa ya karena sampai hari ini tanggal belum terpotong saldo bri saya saya takut kena denda jika terlambat mohon dibalas terima kasih,halo auto debet bri tanggal tanggal terpotong saldo bri takut kena denda terlambat mohon dibalas
Pengguna Google,5,1,enggak perlu ke kantor bpjs untuk tambah amggota keluarga,kantor bpjs amggota keluarga
Pengguna Google,5,1,lebih memudahkan dalam berbagai aspek seperti perubahan data peserta dan mengganti pindah faskes sehingga tidak perlu datang dan mengantri ke kantor bpjs,memudahkan aspek perubahan data peserta mengganti pindah faskes mengantri kantor bpjs
Pengguna Google,5,1,alhamdulillah terima kasih aplikasi sudah kembali normal,alhamdulillah aplikasi normal
Pengguna Google,5,1,pelayanan dan proses sudah memuaskan untuk pendaftaran tempat perlu dipermudah bpjs lama dan prosea antri juga kedepan lebih baik lagi,pelayanan proses memuaskan pendaftaran dipermudah bpjs prosea antri kedepan
Pengguna Google,5,1,fast respon sangat bagus dalam melayani pelanggan,fast respon bagus melayani pelanggan
Pengguna Google,5,1,aplikasi bagus mudah difahami dan enggak lelet sat set,aplikasi bagus mudah difahami lelet sat set
Pengguna Google,5,1,sangat bermanfaat dan mempermudah keperluan untuk bpjs kesehatan saya,bermanfaat mempermudah keperluan bpjs kesehatan
Pengguna Google,5,1,karena jarang dibuka pas login nik sama password sudah sesuai tetap saja enggak bisa masuk jadi harus ke bpjs untuk membuka,jarang dibuka login nik password sesuai masuk bpjs membuka
Pengguna Google,5,1,sekarang tidak bisa ganti faskes lewat aplikasi sangat disayangkan kemudahan kemudahan yang diberikan dihilangkan dan harus ke kantor cabang terdekat,ganti faskes aplikasi disayangkan kemudahan kemudahan dihilangkan kantor cabang terdekat
Pengguna Google,5,1,sangat memuaskan dari kemarin cuma buka ttup enggak ternyata verifikasi nya harus ada pulsa nya dinomor yang didaftarkan enggak nyerah begitu saja dicoba terus alhmdllah sekarang bisa terimakasih mobile jkn,memuaskan kemarin buka ttup verifikasi pulsa dinomor didaftarkan nyerah dicoba alhmdllah mobile jkn
Pengguna Google,5,1,oke gampang appnya,oke gampang appnya
Pengguna Google,5,1,sangat membantu next semoga urusan yang lain bisa semudah ini pakai aplikasi sat set sat set kelar,membantu next semoga urusan semudah pakai aplikasi sat set sat set kelar
Pengguna Google,5,1,apk jkn ini sangat memudahkan saya saat pendaftaran,apk jkn memudahkan pendaftaran
Pengguna Google,5,1,biasanya aplikasinya bagus bisa buat ambil antrean di faskes tinggkat pertama tapi sekarang kok tidak bisa ya ambil antrian onlinenya faskes tingkat pertama periksa jaringan koneksi internet anda padahal jaringan saya bagus ada apa ya aplikasinya sekarang mohon di bantu bagi pengembang apknya terimakasih semoga kedepanya lebih bagus lagi aplikasinya,aplikasinya bagus ambil antrean faskes tinggkat ambil antrian onlinenya faskes tingkat periksa jaringan koneksi internet jaringan bagus aplikasinya mohon bantu pengembang apknya semoga kedepanya bagus aplikasinya
Pengguna Google,5,1,mohon untuk kementrian tolong di apa jkn bisa menambahkan keanggotaan menghapus data keanggotaan sendiri di apa jkn jadi biar kita masyarakat miskin bisa mudah memperbaharui sendiri tidak di persulit ke sana ke mari terimakasih,mohon kementrian jkn keanggotaan menghapus data keanggotaan jkn biar masyarakat miskin mudah memperbaharui persulit mari
Pengguna Google,5,1,mantap pokoknya membantu banget,mantap pokoknya membantu
Pengguna Google,5,1,sangat membantu mengingatkan riwayat berobat kita di klinik jkn,membantu riwayat berobat klinik jkn
Pengguna Google,5,1,keren ngerubah faskes cepat juga ya,keren ngerubah faskes cepat
Pengguna Google,5,1,mantap cuma cara merubah nama ke nama asli anak belum nemu,mantap merubah nama nama asli anak nemu
Pengguna Google,5,1,bagus lah verifikasi nya bisa pilih salah satu nomor telpon email jadi kalo nomor telponnya sudah hilang atau hangus bisa pilih email tingkatin terus ya buat kemudahan user,bagus verifikasi pilih salah nomor telpon email nomor telponnya hilang hangus pilih email tingkatin kemudahan user
Pengguna Google,5,1,sangat membantu sangat mudah saya benar puass,membantu mudah puass
Pengguna Google,5,1,terimakasih untuk mobile jkn mempermudah dalam hal prosedur registrasi ataupun pendaftaran pengobatan,mobile jkn mempermudah prosedur registrasi pendaftaran pengobatan
Pengguna Google,5,1,lebih mudah dengan mobile jkn,mudah mobile jkn
Pengguna Google,5,1,sangat membantu saat membutuhkan layanan kesehatan,membantu membutuhkan layanan kesehatan
Dea Agustriani,5,1,sngat bagus aplikasinya,sngat bagus aplikasinya
Pengguna Google,5,1,aplikasi ya memudahkan pasien,aplikasi memudahkan pasien
Pengguna Google,5,1,sangat membantu memudahkan peserta mengecek keaktifan dan tagihan,membantu memudahkan peserta mengecek keaktifan tagihan
Pengguna Google,5,1,aplikasi yang gampang dari pada ke mengurus samsat padahal bayar,aplikasi gampang mengurus samsat bayar
Pengguna Google,5,1,aplikasi sangat membantu pindah faskes cukup lewat aplikasi,aplikasi membantu pindah faskes aplikasi
Pengguna Google,5,1,aplikasi nya membantu banget cuman sering update,aplikasi membantu cuman update
Pengguna Google,5,1,semoga pelayanan nya bisa lebih di tingkat kan lagi,semoga pelayanan tingkat
Pengguna Google,5,1,penggunaan aplikasi ini tidak perlu ke kantor bpjs untuk menghasilkan kartu bpjs,penggunaan aplikasi kantor bpjs menghasilkan kartu bpjs
Pengguna Google,5,1,aplilasi yang sangat membantu sekali dalam memberikan informasi tentang bpjs,aplilasi membantu informasi bpjs
Pengguna Google,5,1,membantu sekali kepada masyarakat indonesia jadi tahu kalau kita semua sudah di lindungi kesehatan kita oleh pemerintah daerah dan juga mudah penggunaan nya untuk merubah alamat surat dan faskes yang akan kita pilih mantap,membantu masyarakat indonesia lindungi kesehatan pemerintah daerah mudah penggunaan merubah alamat surat faskes pilih mantap
Pengguna Google,5,1,catatan bagus semoga selalu mudah dan bermanfaat bagi masyarakat luas,catatan bagus semoga mudah bermanfaat masyarakat luas
Pengguna Google,5,1,aplikasi sangat bagus dan membantu dengan cepat,aplikasi bagus membantu cepat
Pengguna Google,5,1,sangat membantu bagi kami yang bertempat tinggal jauh dari kantor jkn,membantu bertempat tinggal kantor jkn
Pengguna Google,5,1,mempermudah pembuatan anggota baru atau penambahan anggota,mempermudah pembuatan anggota penambahan anggota
Pengguna Google,5,1,semoga makin lancar untuk pemerintah dan negara ini,semoga lancar pemerintah negara
Pengguna Google,5,1,mudah dalam mengakses dan sangat membantu,mudah mengakses membantu
Pengguna Google,5,1,hari ini saya dapat manfaat yang lebih dari istri tercinta mendapat tanggungan katerisasi jantung,manfaat istri tercinta tanggungan katerisasi jantung
Pengguna Google,5,1,suka karena sudah ada perkembangan yang lebih baik untuk perubahan faskes usul jangan bulan tapi setiap bulan saja diperbolehkan,suka perkembangan perubahan faskes usul diperbolehkan
Pengguna Google,5,1,sejauh ini oke sih tapi bkm pernah mencoba layanan di rs pakai apk ini semoga saja enggak pernah ya semoga sehat,oke bkm mencoba layanan rs pakai apk semoga semoga sehat
Pengguna Google,5,1,pelayannya cepat dan mudah,pelayannya cepat mudah
Pengguna Google,5,1,kalo boleh saran tlng bpjs kawal sampai ke tingat soalnya banyak bntuan bpjs tidak tpt sasaran masyarkt kurang mamapu tidak berikan bpjs,saran tlng bpjs kawal tingat bntuan bpjs tpt sasaran masyarkt mamapu bpjs
Pengguna Google,5,1,sangat membantu trimakasih dan selalu tingkatkan pelayanannya,membantu trimakasih tingkatkan pelayanannya
Pengguna Google,5,1,pelayanan jadi lebih mudah pakai aplikasi mobile jkn,pelayanan mudah pakai aplikasi mobile jkn
Pengguna Google,5,1,alhamdulillah memudahkan dalam pelayanan kesehatan,alhamdulillah memudahkan pelayanan kesehatan
Pengguna Google,5,1,sangat sangat membantu mendukung dan menunjang kebutuhan pemakaian bpjs kesehatan,membantu mendukung menunjang kebutuhan pemakaian bpjs kesehatan
Pengguna Google,5,1,mhn untuk selalu diupdate aplikasi jkn agar dapat memudahkan peserta jkn,mhn diupdate aplikasi jkn memudahkan peserta jkn
Pengguna Google,5,1,sangat membantu kalaupun enggak sakit hitung hitung sedekah buat keluarga indonesia yang sakit,membantu sakit hitung hitung sedekah keluarga indonesia sakit
Pengguna Google,5,1,sangat bermanfaat trimakasih mobile jkn,bermanfaat trimakasih mobile jkn
Pengguna Google,5,1,terima kasih aplikasi mobile jkn,aplikasi mobile jkn
Pengguna Google,5,1,mau tanya login bpjs kes mobile ini kalo untuk non pbi bisa enggak ya,login bpjs kes mobile non pbi
Pengguna Google,5,1,sungguh sangat memudahkan sekali pengguna bpjs kesehatan apapun dapat dilakukan diaplikasi tidak perlu jauh jauh datang ke kantornya,sungguh memudahkan pengguna bpjs kesehatan apapun diaplikasi kantornya
Pengguna Google,5,1,baru minggu pakai app ini,minggu pakai app
Pengguna Google,5,1,cepat terkoneksi dengan baik memuaskan,cepat terkoneksi memuaskan
Pengguna Google,5,1,sementara ini masihh oke respon okee di perkembangan lagi di pertahankan lagi,masihh oke respon okee perkembangan pertahankan
Pengguna Google,5,1,wah bagus nya sngat sngat,bagus sngat sngat
Pengguna Google,5,1,aplikasi yang sangat bagus tidak ribet dan mudah diakses,aplikasi bagus ribet mudah diakses
Pengguna Google,5,1,keren banget mudah dan cepat,keren mudah cepat
Pengguna Google,5,1,mau masuk ke aplikasi kok malah mati tidak konek bagaimana apa ada gangguan,masuk aplikasi mati konek gangguan
Pengguna Google,5,1,mantap sangat bermanfaat mudah di access,mantap bermanfaat mudah access
Pengguna Google,5,1,sangat membantu dan memudahkan akses masyarakat untuk ke klinik kesehatan,membantu memudahkan akses masyarakat klinik kesehatan
Pengguna Google,5,1,aplikasi nya sejauh ini cukup bagus enggak ada eror eror semoga kedepan nya banyak fitur yang lebih mempermudah lagi,aplikasi bagus eror eror semoga kedepan fitur mempermudah
Pengguna Google,5,1,sangat informatif dan bermanfaat semoga kedepannya makin baik lagi,informatif bermanfaat semoga kedepannya
Pengguna Google,5,1,kadang dikantor data sudah di aplikasi untuk data kita masih yang lama,kadang dikantor data aplikasi data
Pengguna Google,5,1,gan kalo lupa password nomer sudah ganti bagaimana tampilkan email gan terimakasih,gan lupa password nomer ganti tampilkan email gan
Pengguna Google,5,1,sangat membantu sekali untuk pelayanan masarakat disaat sedang ada babah,membantu pelayanan masarakat disaat babah
Pengguna Google,5,1,sangat membantu meski kadang ada kendala koneksi,membantu kadang kendala koneksi
Pengguna Google,5,1,bagus memudahkan pindah faskes,bagus memudahkan pindah faskes
Pengguna Google,5,1,bpjs sangat membantu bagi keluarga kami terima kasih bpjs,bpjs membantu keluarga bpjs
Pengguna Google,5,1,alhamdulillah super fast dan lancar,alhamdulillah super fast lancar
Pengguna Google,5,1,notifikasi pesan pembaharuan sangat mengganggu dan memaksa,notifikasi pesan pembaharuan mengganggu memaksa
Pengguna Google,5,1,mudah mudahan pelayanan bagus dan banyak perubahan yang lebih memuaskan,mudah mudahan pelayanan bagus perubahan memuaskan
Pengguna Google,5,1,mempercepat pendaftaran saat periksa,mempercepat pendaftaran periksa
Pengguna Google,5,1,kalau sudah daftar dan lakukan pembayaran untuk kartu bpjsnya perlu ke kantor terdekat atau nantinya dikirim lewat email,daftar lakukan pembayaran kartu bpjsnya kantor terdekat dikirim email
Pengguna Google,5,1,sangat memuaskan di aplikasi ini semua sangat mudah,memuaskan aplikasi mudah
Pengguna Google,5,1,mobile jkn sangat membantu dan mempermudah dalam pelayanan kesehatan masyarakat terima kasih mobile jkn,mobile jkn membantu mempermudah pelayanan kesehatan masyarakat mobile jkn
Pengguna Google,5,1,aplikasi yang bagus sangat membantu thanks mobile jkn,aplikasi bagus membantu thanks mobile jkn
Pengguna Google,5,1,semoga aplikasinya semakin bagus,semoga aplikasinya bagus
Pengguna Google,5,1,untuk aplikasi sampai saat ini masih bagus dan bermanfaat hanya satu saran dari saya untuk menu riwayat pelayanan yang muncul hanya peserta kepala keluarga saja untuk istri dan anak tidak bisa ditampilkan mohon dikembangkan lagi aplikasinya supaya bisa melihat riwayat pelayanan tidak hanya kepala keluarga tapi istri dan anaknya terima kasih,aplikasi bagus bermanfaat saran menu riwayat pelayanan muncul peserta kepala keluarga istri anak ditampilkan mohon dikembangkan aplikasinya riwayat pelayanan kepala keluarga istri anaknya
Pengguna Google,5,1,mempermudah urusan kesehatan lah lebih baik lagi kedepanya,mempermudah urusan kesehatan kedepanya
Pengguna Google,5,1,alhamdulillah dengan adanya aplikasi ini sangat membantu saya dalam menggunakan layanan bpjs,alhamdulillah aplikasi membantu layanan bpjs
Pengguna Google,5,1,aplikasi yang bagus untuk berobat ulang ke rumah sakit,aplikasi bagus berobat ulang rumah sakit
Pengguna Google,5,1,saya kassih bitang karena berhasil melakukan perubahan email tapi sayang mau perubahan no telp karena pulsa saya lagi kosong tidal bisa dirubah,kassih bitang berhasil perubahan email sayang perubahan telp pulsa kosong tidal dirubah
Pengguna Google,5,1,terbaik bagi kami pengguna bpjs,terbaik pengguna bpjs
Pengguna Google,5,1,memudah kan kegiatan kita untuk fasilitas kesehatan,memudah kegiatan fasilitas kesehatan
Pengguna Google,5,1,mobile jkn lebih mempermudah buat peserta banyak fitur yang bisa dipergunakan,mobile jkn mempermudah peserta fitur
Pengguna Google,5,1,bolak balik cuma mau meminta info ada tunggakan tagihan saya saja,bolak info tunggakan tagihan
Muhammad Fauzi,5,1,mobile jkn sangat membantu,mobile jkn membantu
Pengguna Google,5,1,bagis sekali aplikasi jkn ini sangat membantu,bagis aplikasi jkn membantu
Pengguna Google,5,1,sangat membantu pengecekan bpjs,membantu pengecekan bpjs
Pengguna Google,5,1,sangat membantu dalam proses pengecekan data dan tagihan kartu,membantu proses pengecekan data tagihan kartu
Pengguna Google,5,1,bagus sangat membantu pada saat brobat,bagus membantu brobat
Pengguna Google,5,1,program pemerintah yang sangat membantu masyarakat,program pemerintah membantu masyarakat
Pengguna Google,5,1,perubahan data bisa dilakukan dengan cepat,perubahan data cepat
Pengguna Google,5,1,pelayanan online yang memudahkan masyarakat,pelayanan online memudahkan masyarakat
Pengguna Google,5,1,pelayanan bagus dan ramah,pelayanan bagus ramah
Pengguna Google,5,1,saya mau tanya tentang kartu bpjs ini bisa digunakan untuk berobat dirumah sakit atau klinik di seluruh indonesia,kartu bpjs berobat dirumah sakit klinik indonesia
Pengguna Google,5,1,good berobat lebih simple transparan dan mudah,good berobat simple transparan mudah
Pengguna Google,5,1,sangat belum semua faskes tingkat pertama mempunyai fasilitas pemerintah bisa mendorong agar semua faskes tingkat mempunyai akses mobile jkn ini,faskes tingkat fasilitas pemerintah mendorong faskes tingkat akses mobile jkn
Pengguna Google,5,1,pelayanannya sangat bagus dan memuaskan,pelayanannya bagus memuaskan
Pengguna Google,5,1,dengan aplikasi mobile jkn sangat membantu saya untuk pengurusan urusan,aplikasi mobile jkn membantu pengurusan urusan
Pengguna Google,5,1,keren lah mudah pengaplikasiannya mempermudah,keren mudah pengaplikasiannya mempermudah
Pengguna Google,5,1,aplikasinya mudah di gunakan dan lengkap sekali,aplikasinya mudah lengkap
Pengguna Google,5,1,mantab cepat untuk update nya,mantab cepat update
Pengguna Google,5,1,mobile jkn sangat membantu sekali untuk pendaftaran online nya,mobile jkn membantu pendaftaran online
Pengguna Google,5,1,terima kasih mobile jkn karena saya daftar jadi tau bahwa saya terdaftar sebagai bpjs mandiri intinya saya tau dari mobile jkn sukses selalu dan semakin semangat menjadi terdepan,mobile jkn daftar tau terdaftar bpjs mandiri intinya tau mobile jkn sukses semangat terdepan
Pengguna Google,5,1,cukup membantu tapi terkadang nomer antrian tidak di urutkan,membantu terkadang nomer antrian urutkan
Pengguna Google,5,1,sangat membantu mempermudah dalam proses pembayaran dan lainnya,membantu mempermudah proses pembayaran
Pengguna Google,5,1,bagus dan memudahkan akses mobile,bagus memudahkan akses mobile
Pengguna Google,5,1,alhamdullilah setelah di update bisa masuk lagi ke aplikasi,alhamdullilah update masuk aplikasi
Pengguna Google,5,1,apakah sudah tidak bisa untuk mendaftar peserta baru jika iya mohon hapus saja menu itu atau ganti dengan menu lain,mendaftar peserta iya mohon hapus menu ganti menu
Pengguna Google,5,1,alkhamdulillah kartu kis says bisa dicek lwat sini trimakasih,alkhamdulillah kartu kis says dicek lwat trimakasih
Pengguna Google,5,1,sangat membantu aplikasi sangat baik dan cepat,membantu aplikasi cepat
Pengguna Google,5,1,membantu sekali buat cek ketersediaan kamar atau igd,membantu cek ketersediaan kamar igd
Pengguna Google,5,1,sangat bermanfaat sekali pas tidak punya uang kita punya orang sakit,bermanfaat uang orang sakit
Pengguna Google,5,1,mempermudah pelayanan dan informasi,mempermudah pelayanan informasi
Pengguna Google,5,1,aplikasinya sangat bagus dan sangat membantu pelayanan secara online,aplikasinya bagus membantu pelayanan online
Pengguna Google,5,1,aplikasi ini sangat membantu mudah dan simple,aplikasi membantu mudah simple
Pengguna Google,5,1,mudah sekali mengakses nya thanks semoga pelayanan setiap kliniknya lebih baik,mudah mengakses thanks semoga pelayanan kliniknya
Pengguna Google,5,1,sangat membantu tidak lagi harus antri sekadar untuk mengganti faskes atau memgecek kepesertaan tidak perlu panik kalo berobat tapi lupa bawa kartu karena sudah ada kis digitalnya,membantu antri mengganti faskes memgecek kepesertaan panik berobat lupa bawa kartu kis digitalnya
Pengguna Google,5,1,mantaaff bagus dan membantu,mantaaff bagus membantu
Pengguna Google,5,1,mobile jkn mudah di akses,mobile jkn mudah akses
Pengguna Google,5,1,aplikasi yang sangat bpjs kesehatan jadi lebih kasih bpjs,aplikasi bpjs kesehatan bpjs
Pengguna Google,5,1,alhamdulillah lebih praktis dan mudah,alhamdulillah praktis mudah
Pengguna Google,5,1,sangat bermanfaat bagi kita yang mau cetak kartu dan informasi lainnya,bermanfaat cetak kartu informasi
Pengguna Google,5,1,update faskes mudah dan cepat,update faskes mudah cepat
Pengguna Google,5,1,dimohon teramat sangat untuk developer atau pemilik perusahaan aplikasi mobile jkn ini perbaikilah sistem software atau bug yang ada di aplikasi massa sih nomor handphone saya kosong padahal nomor masih aktif pulsa juga banyak cuma verifikasi saja seperti sangat menyulitkan terima kasih banyak kepada yang terhormat anda developer atau siapapun yang apabila aplikasi ini semakin baik kasih bintang,dimohon teramat developer pemilik perusahaan aplikasi mobile jkn perbaikilah sistem software bug aplikasi massa nomor handphone kosong nomor aktif pulsa verifikasi menyulitkan terhormat developer aplikasi bintang
Pengguna Google,5,1,mudah sih di pakai nya cuma aktif nya doang lama menunggu hari,mudah pakai aktif doang menunggu
Pengguna Google,5,1,terima kasih mobile jkn sangat membantu,mobile jkn membantu
Pengguna Google,5,1,bagus kartu fisik kalau bisa terus kayak atm,bagus kartu fisik kayak atm
Pengguna Google,5,1,bagus membantu tapi sulit untuk menerima kode otp sms,bagus membantu sulit menerima kode otp sms
Pengguna Google,5,1,bermanfaat buat keperluan kedepannya,bermanfaat keperluan kedepannya
Pengguna Google,5,1,lengkap semua ada sih sini mantaf deh apk jkn mobile,lengkap mantaf apk jkn mobile
Pengguna Google,5,1,aplikasi ini memudahkan pelayanan kesehatan,aplikasi memudahkan pelayanan kesehatan
Pengguna Google,5,1,sangat membantu sekali masih ada beberapa fitur yang masih harus diperbaiki,membantu fitur diperbaiki
Pengguna Google,5,1,sangat membantu masyarakat untuk akses lebih cepat dan urgen,membantu masyarakat akses cepat urgen
Pengguna Google,5,1,sangat membantu sekali sayangny cuman bentar meminta di update,membantu sayangny cuman bentar update
Pengguna Google,5,1,mantap minkes garcep,mantap minkes garcep
"[CCTV TELAR,OYI]",5,1,mudah mudahan jkn amanah,mudah mudahan jkn amanah
Pengguna Google,5,1,tolong tambahkan fitur ambil antrean yang memakai rujukan antar,tambahkan fitur ambil antrean memakai rujukan
Pengguna Google,5,1,memudahkan pelayanan cepat,memudahkan pelayanan cepat
Pengguna Google,5,1,sangat membantu untuk pelayanan pergantian faskes tingkat dll,membantu pelayanan pergantian faskes tingkat
Pengguna Google,5,1,dengan adanya aplikasi mobile jkn sangat membantu,aplikasi mobile jkn membantu
Pengguna Google,5,1,memudahkan dan mempercepat proses pendaftaran berobat ke faskes,memudahkan mempercepat proses pendaftaran berobat faskes
Pengguna Google,5,1,aplikasinya sudah bisa buat pindah faskes mantab,aplikasinya pindah faskes mantab
Pengguna Google,5,1,telah membantu pengobatan pada penyakit di derita selama ini,membantu pengobatan penyakit derita
Pengguna Google,5,1,semoga bermanfaat bagi semua umat,semoga bermanfaat umat
Pengguna Google,5,1,pokok nya mantap sangat membantu sekali,pokok mantap membantu
Pengguna Google,5,1,dengan mobile jkn saya lebih mudah untuk daptar ke puskesmas dan meminta rujukan tindak lanjut ke rumasakit,mobile jkn mudah daptar puskesmas rujukan tindak rumasakit
Pengguna Google,5,1,sangat membantu pasien untuk berobat,membantu pasien berobat
Pengguna Google,5,1,kak mau tanya ini kenapa ya sampai sekarang kok belum bisa bayar bpjs padahal juga sudah auto debet tapi kok belum ke bayar ya bpjs nya,kak bayar bpjs auto debet bayar bpjs
Pengguna Google,5,1,baru mau mendaftar login pun enggak bisa kalo sudah di perbaiki app nya nanti baru saya kasih full nya sudah bisa login ku tambahkan deh tks,mendaftar login perbaiki app full login ku tambahkan tks
Pengguna Google,5,1,aplikasi yang memberikan kemudahan layanan,aplikasi kemudahan layanan
Pengguna Google,5,1,aplikasi sangat membantu kasih ranting saja,aplikasi membantu ranting
Pengguna Google,5,1,bagus sangat mempermudah pembaharuan,bagus mempermudah pembaharuan
Pengguna Google,5,1,selama kita mengikuti prosedur yang telah ditentukan insyaallah tidak ada masalah dalam penggunaan bpjs kesehatan dengan app mobile jkn ini mempermudah kita dalam penggunaan bpjs kesehatan,mengikuti prosedur ditentukan insyaallah penggunaan bpjs kesehatan app mobile jkn mempermudah penggunaan bpjs kesehatan
Pengguna Google,5,1,aplikasi ini sangat membantu dan mempermudahkan,aplikasi membantu mempermudahkan
Pengguna Google,5,1,semakin canggih semakin mudah harap lebih dipermudah dan lebih canggih lagi teknologi aplikasinya ya,canggih mudah harap dipermudah canggih teknologi aplikasinya
Pengguna Google,5,1,sangat membantu proses pengunaan layanan mengetahui khususnya program di bpjs kesehatan trikmks bpjs kesehatan telah mengoptimal kan pelayanan kesehatan,membantu proses pengunaan layanan program bpjs kesehatan trikmks bpjs kesehatan mengoptimal pelayanan kesehatan
Pengguna Google,5,1,mantap mobile penggunaannya,mantap mobile penggunaannya
Pengguna Google,5,1,aplikasi yang sangat membantu mohon untuk kecepatan update diaplikasi bisa dipercepat permudah,aplikasi membantu mohon kecepatan update diaplikasi dipercepat permudah
Pengguna Google,5,1,saling membantu sesama akan tercapai indonesia sehat,membantu tercapai indonesia sehat
Pengguna Google,5,1,sangat baik sekali dan memudah kan saya dalam mengunakan layanan ini thanks jkn,memudah mengunakan layanan thanks jkn
Pengguna Google,5,1,aplikasi ini sangat membantu penggunaannya juga mudah dipahami dan lengkap,aplikasi membantu penggunaannya mudah dipahami lengkap
Pengguna Google,5,1,pelayanan cepat perugas ramah,pelayanan cepat perugas ramah
Pengguna Google,5,1,semoga lancar dan saya kebagian dana pemerintah apa saja itu yang penting kebagian selana ini keluarga saya enggak pernah ada bantuan selama pandemi dan saya bukan orang kayak ataupun berada rumah saja masih numpang pelis pemerintah atau pengurus kalian lebih bijaksana,semoga lancar kebagian dana pemerintah kebagian selana keluarga bantuan pandemi orang kayak rumah numpang pelis pemerintah pengurus bijaksana
Pengguna Google,5,1,bpjs sudah baik lanjutkan terus pelayanan bagi pengguna bpjs tanpa membedakan kelas terima kasih,bpjs lanjutkan pelayanan pengguna bpjs membedakan kelas
Pengguna Google,5,1,aplikasi nya bagaimana kok enggak bisa di buka salah muli capta nya padahal sudah benar menulis tolong,aplikasi buka salah muli capta menulis
Pengguna Google,5,1,bermanfaat bisa cek keaktifan bisa lihat tunggakan ganti kelas dan faskes enggak mesti antre tinggal bawa hape beres,bermanfaat cek keaktifan lihat tunggakan ganti kelas faskes mesti antre tinggal bawa hape beres
Pengguna Google,5,1,lebih mudah dalam kebutuhan kesehatan,mudah kebutuhan kesehatan
Pengguna Google,5,1,sangat suka menggunakan mobile jkn,suka mobile jkn
Pengguna Google,5,1,bagus cepat dan membantu,bagus cepat membantu
Pengguna Google,5,1,pelayanan rumah sakit muara teweh cepat tepat dan ramah,pelayanan rumah sakit muara teweh cepat ramah
Pengguna Google,5,1,sangat membantu penggunaan aplikasi juga mudah,membantu penggunaan aplikasi mudah
Pengguna Google,5,1,mudah dalam perubahan faskes,mudah perubahan faskes
Pengguna Google,5,1,pelayanan nya cepat tanggap,pelayanan cepat tanggap
Pengguna Google,5,1,mempermudah akses dan mengontrol,mempermudah akses mengontrol
Pengguna Google,5,1,juara ganti faskes langsung berubah dan disarankan ganti faskes diakhir bulan karena pas awal bulan sudah terupdate di faskes yang baru dan langsung bisa digunakan,juara ganti faskes langsung berubah disarankan ganti faskes diakhir terupdate faskes langsung
Pengguna Google,5,1,mantap tidak perlu antri ke kantor bpjs lagi untuk perubahan data terima kasih,mantap antri kantor bpjs perubahan data
Pengguna Google,5,1,bagus mempermudah pasien dalam berobat terima kasih,bagus mempermudah pasien berobat
Pengguna Google,5,1,mempermudah dalam melihat status keanggotaan jkn kis,mempermudah status keanggotaan jkn kis
Pengguna Google,5,1,merubah kelas ke kelas enggak perlu ke bpjs langsung ke aplikasi ini nya cepat,merubah kelas kelas bpjs langsung aplikasi cepat
Pengguna Google,5,1,aplikasi cukup mudah penggunaan,aplikasi mudah penggunaan
Pengguna Google,5,1,moga semakin lebih baik karena sangat diperlukan olh peserta,moga olh peserta
Pengguna Google,5,1,sangat membantu mempercepat perubahan data,membantu mempercepat perubahan data
Pengguna Google,5,1,bpjs memang sangat membantu untuk masalah yang itu saya tidak ada bpjs mungkin sudah berapa juta harus kami bayar ke rumah sakit jika harus menginap tapi mohon untuk para dokter jangan terlalu cuek pada pasien bpjs karena kami juga bayar setiap bulan nya,bpjs membantu bpjs juta bayar rumah sakit menginap mohon dokter cuek pasien bpjs bayar
Pengguna Google,5,1,aplikasi tidak dapat dulu nope ganti,aplikasi nope ganti
Pengguna Google,5,1,sangat membantu dan mempermudah masyarakat,membantu mempermudah masyarakat
Pengguna Google,5,1,moga tambah bagus dan simpel lagi menunya,moga bagus simpel menunya
Pengguna Google,5,1,dalam bentuk informasi dan cepat loding nya menu nya lengkap,bentuk informasi cepat loding menu lengkap
Pengguna Google,5,1,sangat membantu untuk bpk saya yang sering kontrol ke rs,membantu bpk kontrol rs
Pengguna Google,5,1,sangat membantu terima kasih jkn mobile,membantu jkn mobile
Pengguna Google,5,1,jadi mempermudah banget dalam segala perubahan data,mempermudah perubahan data
Pengguna Google,5,1,lumayan membantu untuk update data online,lumayan membantu update data online
Pengguna Google,5,1,mudah dan ramah dalam operasional apk nya,mudah ramah operasional apk
Pengguna Google,5,1,memudahkan untuk update berbagai macam keperluan,memudahkan update keperluan
Pengguna Google,5,1,makin bagus bisa pindah faskes dengan mudah melalui apk mobile jkn,bagus pindah faskes mudah apk mobile jkn
Pengguna Google,5,1,memudahkan untuk informasi pelayanan kesehatan,memudahkan informasi pelayanan kesehatan
Pengguna Google,5,1,nice app untuk cek tagihan sudah ada apa belum,nice app cek tagihan
Pengguna Google,5,1,buka jkn ada kendala tidak bisa berjalan emulator ini bagaimana,buka jkn kendala berjalan emulator
Pengguna Google,5,1,mempermudah dalam penggunaan jkn,mempermudah penggunaan jkn
Pengguna Google,5,1,saya puas dengan pelayanan mobile jkn,puas pelayanan mobile jkn
Pengguna Google,5,1,kalo bisa datanya singkron dong kalo sudah di rubah,datanya singkron rubah
